Playername,Nation,Position,Squad,League,Age,BirthYear,MatchesPlayed,Starts,MinutesPlayed,Per90,Goal,Assist,GoalnAssist,GoalnPenaltyKick,ExpectedGoal,NonPenaltyExpectedGoal,ExpectedAssistedGoal,Carries,Passes,PassesReceived
Ermedin Demirovic,BIH,"Forward,Midfielder",Augsburg,Bundesliga,25,1998,24,24,"1,854",20.6,7,4.0,11.0,6.0,6.0,1.0,5.0,20.0,5.2,3.1
Diego Demme,GER,Midfielder,Napoli,Serie A,31,1991,4,27,0.3,9.0,1,0,0,0,0.0,0.0,0.0,0,0,0.0
Sepp van den Berg,NED,Defender,Schalke 04,Bundesliga,21,2001,4,4,322,3.6,0,1.0,0.5,0.5,1.0,0,0,0,0,0
Branco van den Boomen,NED,Midfielder,Toulouse,Ligue 1,27,1995,27,27,"2,352",26.1,5,7.0,12.0,1.0,5.7,4.0,5.0,30.0,6.2,8.8
Leander Dendoncker,BEL,Midfielder,Aston Villa,Premier League,27,1995,13,3,365,4.1,1,0.5,0.5,10.0,0.0,0,0,0,0,0
Leander Dendoncker,BEL,Midfielder,Wolves,Premier League,27,1995,4,2,214,2.4,0,0.7,0.7,6.0,1.0,0,0,0,0,0
Emmanuel Dennis,NGA,Forward,Nott'ham Forest,Premier League,25,1997,14,4,551,6.1,2,1.0,3.0,2.0,1.2,1.2,0.3,14.0,13.0,45.0
Fabio Depaoli,ITA,Defender,Hellas Verona,Serie A,25,1997,21,16,"1,492",16.6,2,2.0,4.0,2.0,1.4,1.4,1.0,21.0,54.0,53.0
Fabio Depaoli,ITA,"Defender,Midfielder",Sampdoria,Serie A,25,1997,3,1,136,1.5,0,1.0,0.2,0.4,2.0,10.0,6.0,0,0,0
Kastriot Dermaku,ALB,Defender,Lecce,Serie A,31,1992,1,34,0.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Halil Dervisoglu,TUR,Midfielder,Brentford,Premier League,23,1999,1,8,0.1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Rémy Descamps,FRA,Goalkeeper,Nantes,Ligue 1,26,1996,1,1,90,1.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Mikkel Desler,DEN,Defender,Toulouse,Ligue 1,28,1995,20,19,"1,653",18.4,1,2.0,3.0,1.0,0.7,1.0,0.7,39.0,2.0,97.0
Cyriel Dessers,NGA,Forward,Cremonese,Serie A,28,1994,21,16,"1,334",14.8,5,5.0,5.0,1.0,6.2,5.4,1.3,15.0,23.0,94.0
Sergiño Dest,USA,Defender,Milan,Serie A,22,2000,8,2,329,3.7,0,0.3,0.3,0.6,11.0,12.0,0,0,0,0
Mattia Destro,ITA,Forward,Empoli,Serie A,32,1991,10,6,456,5.1,1,1.0,1.0,2.0,1.2,0.4,1.6,4.0,13.0,0
Gerard Deulofeu,ESP,Forward,Udinese,Serie A,29,1994,16,15,"1,211",13.5,2,6.0,8.0,2.0,5.1,5.1,4.4,72.0,82.0,118.0
Kiernan Dewsbury-Hall,ENG,Midfielder,Leicester City,Premier League,24,1998,25,24,"1,956",21.7,2,2.0,4.0,2.0,2.1,2.1,2.7,57.0,116.0,78.0
Samuel Di Carmine,ITA,"Forward,Midfielder",Cremonese,Serie A,34,1988,2,28,0.3,0.1,0,0.1,1.0,2.0,1.0,0,0,0,0,0
Federico Di Francesco,ITA,"Forward,Midfielder",Lecce,Serie A,28,1994,26,17,"1,413",15.7,1,2.0,3.0,1.0,2.2,2.2,2.3,42.0,37.0,136.0
Michele Di Gregorio,ITA,Goalkeeper,Monza,Serie A,25,1997,26,26,"2,340",26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,ITA,Defender,Napoli,Serie A,29,1993,27,27,"2,418",26.9,1,4.0,5.0,1.0,1.6,1.6,3.7,52.0,189.0,127.0
Ángel Di María,ARG,"Forward,Midfielder",Juventus,Serie A,35,1988,16,11,876,9.7,4,4.0,8.0,3.0,2.1,1.0,1.0,30.0,3.4,4.7
Boulaye Dia,SEN,Forward,Salernitana,Serie A,26,1996,24,19,"1,764",19.6,10,4.0,14.0,10.0,5.9,5.9,2.3,30.0,36.0,109.0
Moussa Diaby,FRA,"Forward,Midfielder",Leverkusen,Bundesliga,23,1999,24,24,"1,949",21.7,8,4.0,12.0,8.0,8.3,2.0,7.5,91.0,12.9,70.0
Mouctar Diakhaby,GUI,Defender,Valencia,La Liga,26,1996,18,17,"1,457",16.2,2,2.0,2.0,6.0,1.8,1.8,0.2,7.0,44.0,4.0
Bafodé Diakité,FRA,Defender,Lille,Ligue 1,22,2001,24,22,"1,962",21.8,2,2.0,2.0,5.0,1.1,0.6,1.7,29.0,59.0,0.09
Ibrahim Diakité,GUI,Defender,Reims,Ligue 1,19,2003,3,1,131,1.5,0,1.0,0.2,0.2,0.0,6.0,0,0,0,0
Abdou Diallo,SEN,"Defender,Midfielder",RB Leipzig,Bundesliga,26,1996,5,5,436,4.8,1,1.0,1.0,2.0,0.4,0.1,0.5,11.0,2.0,0
Baila Diallo,FRA,"Defender,Midfielder",Clermont Foot,Ligue 1,21,2001,6,89,1,1.0,3,9.0,0,0,0.0,0,0,0,0,0
Habib Diallo,SEN,Forward,Strasbourg,Ligue 1,27,1995,28,23,"2,076",23.1,14,14.0,13.0,1.0,11.8,2.0,10.2,25.0,12.5,28.0
Ibrahima Diallo,FRA,Midfielder,Southampton,Premier League,24,1999,16,11,803,8.9,0,3.0,0.2,0.1,9.0,28.0,6.0,0,0,0
Ismael Diallo,CIV,Defender,Ajaccio,Ligue 1,26,1997,22,20,"1,722",19.1,0,6.0,1.0,0.2,31.0,0.6,61.0,0.01,0.02,0.03
Mamady Diarra,MLI,"Midfielder, Defender",Cádiz,La Liga,22,2000,2,1,66,0.7,0,0.1,0.1,0,3.0,0,0,0,0,0
Mouhamadou Diarra,SEN,Midfielder,Strasbourg,Ligue 1,19,2004,19,9,897,10.0,0,1.0,0.6,0.7,36.0,39.0,39.0,0.06,0.13,0.06
Moussa Diarra,MLI,Defender,Toulouse,Ligue 1,22,2000,20,10,"1,046",11.6,0,1.0,1.0,0.2,20.0,0.8,45.0,0.01,0.09,0.09
Stéphane Diarra,FRA,"Forward,Midfielder",Lorient,Ligue 1,24,1998,25,13,987,11.0,2,2.0,2.0,1.0,2.2,1.7,4.0,39.0,85.0,0.18
Youba Diarra,MLI,Midfielder,Cádiz,La Liga,25,1998,4,53,0.6,1.0,1,0.5,0.5,3.0,0.0,0,0,0,0,0
Rúben Dias,POR,Defender,Manchester City,Premier League,25,1997,19,15,"1,369",15.2,1,2.0,1.3,0.1,8.0,74.0,1.0,0.09,0.1,0.09
Krépin Diatta,SEN,"Midfielder, FORWARD",Monaco,Ligue 1,24,1999,24,18,"1,654",18.4,3,2.0,5.0,3.0,3.7,3.7,2.7,66.0,70.0,180.0
Mory Diaw,SEN,Goalkeeper,Clermont Foot,Ligue 1,29,1993,28,28,"2,520",28.0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brahim Díaz,ESP,Midfielder,Milan,Serie A,23,1999,23,19,"1,308",14.5,4,3.0,7.0,4.0,3.3,3.3,3.6,58.0,89.0,76.0
Luis Díaz,COL,Forward,Liverpool,Premier League,26,1997,8,7,613,6.8,3,2.0,5.0,3.0,1.7,1.7,1.0,21.0,25.0,72.0
Justin Diehl,GER,"Midfielder, FORWARD",Köln,Bundesliga,18,2004,2,17,0.2,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Bamba Dieng,SEN,"Forward,Midfielder",Marseille,Ligue 1,23,2000,10,1,194,2.2,1,1.0,1.0,1.0,1.5,0.1,1.6,5.0,23.0,0
Bamba Dieng,SEN,Forward,Lorient,Ligue 1,23,2000,8,6,428,4.8,2,2.0,1.0,1.0,2.5,1.7,0.5,1.0,3.0,30.0
Eric Dier,ENG,Defender,Tottenham,Premier League,29,1994,26,25,"2,275",25.3,2,1.0,3.0,2.0,1.2,1.2,1.2,6.0,72.0,11.0
Florian Dietz,GER,Forward,Köln,Bundesliga,24,1998,11,4,395,4.4,1,1.0,1.0,1.0,2.5,0.3,2.8,8.0,22.0,0
Lucas Digne,FRA,Defender,Aston Villa,Premier League,29,1993,20,16,"1,291",14.3,1,1.0,1.0,3.0,0.3,1.6,1.9,23.0,76.0,0.07
Federico Dimarco,ITA,Defender,Inter,Serie A,25,1997,25,21,"1,677",18.6,3,2.0,5.0,3.0,2.4,5.0,7.4,37.0,159.0,0.11
Stole Dimitrievski,MKD,Goalkeeper,Rayo Vallecano,La Liga,29,1993,25,25,"2,250",25.0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Dina Ebimbe,FRA,"Defender,Midfielder",Eint Frankfurt,Bundesliga,22,2000,11,8,780,8.7,2,1.0,3.0,2.0,1.9,1.9,1.4,28.0,28.0,26.0
Tristan Dingomé,CMR,Midfielder,Troyes,Ligue 1,32,1991,8,99,1.1,0.2,0,0.3,0.4,6.0,1.0,0,0,0,0,0
Eren Dinkçi,GER,"Forward,Midfielder",Werder Bremen,Bundesliga,21,2001,12,177,2,0.4,0,0.2,0.6,6.0,3.0,0,0,0,0,0
Sinaly Diomande,CIV,Defender,Lyon,Ligue 1,21,2001,16,15,"1,299",14.4,0,1.0,0.5,0.6,4.0,3.0,0.04,0.04,0.04,0.0
Lois Diony,FRA,Forward,Angers,Ligue 1,30,1992,8,5,437,4.9,1,1.0,1.0,1.0,1.7,0.3,2.1,13.0,48.0,0
Edan Diop,FRA,Defender,Monaco,Ligue 1,18,2004,2,60,0.7,10.0,3,12.0,0,0,0.0,0,0,0,0,0
Issa Diop,FRA,Defender,Fulham,Premier League,26,1997,18,15,"1,416",15.7,1,1.0,1.0,2.0,0.3,0.3,54.0,8.0,0.06,0.06
Sofiane Diop,FRA,"Midfielder, FORWARD",Nice,Ligue 1,22,2000,18,12,"1,007",11.2,1,4.0,5.0,1.0,1.4,1.4,1.4,42.0,44.0,71.0
Sofiane Diop,FRA,Midfielder,Monaco,Ligue 1,22,2000,1,1,65,0.7,1,1.0,1.0,1.0,1.0,1.1,2.0,5.0,0,0
Yehvann Diouf,FRA,Goalkeeper,Reims,Ligue 1,23,1999,21,21,"1,890",21.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Disasi,FRA,Defender,Monaco,Ligue 1,25,1998,28,27,"2,430",27.0,2,3.0,5.0,2.0,2.8,2.0,2.0,50.0,3.1,159.0
Malcom Abdulai Ares Djalo,ESP,Forward,Athletic Club,La Liga,21,2001,1,5,0.1,1.0,1,3.0,0,0,0.0,0,0,0,0,0
Tiago Djaló,POR,Defender,Lille,Ligue 1,22,2000,25,24,"2,017",22.4,2,2.0,2.0,7.0,1.3,0.1,1.4,9.0,4.0,0.09
Djené,TOG,Defender,Getafe,La Liga,31,1991,23,23,"1,986",22.1,0,1.0,1.0,7.0,5.0,0.4,0.7,0.01,12.0,0.05
Moussa Djenepo,MLI,"Defender, Forward",Southampton,Premier League,24,1998,12,6,578,6.4,0,1.0,1.0,0.2,23.0,0.4,17.0,0,0,0
Koffi Djidji,CIV,Defender,Torino,Serie A,30,1992,24,20,"1,831",20.3,1,1.0,1.0,2.0,0.9,0.1,1.1,6.0,12.0,0.05
Alexander Djiku,GHA,Defender,Strasbourg,Ligue 1,28,1994,25,25,"2,156",24.0,1,2.0,3.0,1.0,1.2,1.2,0.6,4.0,125.0,3.0
Berat Djimsiti,ALB,Defender,Atalanta,Serie A,30,1993,14,10,936,10.4,0,2.0,0.4,0.4,6.0,6.0,0.04,0.04,0.04,0.0
Moussa Djitte,SEN,Forward,Ajaccio,Ligue 1,23,1999,6,1,136,1.5,0,0.1,0.2,2.0,0.0,0,0,0,0,0
Marko Dmitrovic,SRB,Goalkeeper,Sevilla,La Liga,31,1992,4,2,279,3.1,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Alan Do Marcolino,GAB,Forward,Rennes,Ligue 1,21,2002,2,16,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Doak,SCO,Forward,Liverpool,Premier League,17,2005,2,26,0.3,1.0,1,4.0,0,0,0.0,0.0,0.0,0,0,0
Ritsu Doan,JPN,"Forward,Midfielder",Freiburg,Bundesliga,24,1998,25,22,"1,770",19.7,4,3.0,7.0,4.0,5.0,5.0,2.2,61.0,48.0,140.0
Dodô,BRA,Defender,Fiorentina,Serie A,24,1998,23,20,"1,661",18.5,0,2.0,2.0,5.0,40.0,0.5,1.4,0.03,103.0,80.0
Danilho Doekhi,NED,Defender,Union Berlin,Bundesliga,24,1998,16,16,"1,406",15.6,4,1.0,5.0,4.0,1.3,0.2,1.5,13.0,14.0,0.06
Matt Doherty,IRL,"Defender,Midfielder",Tottenham,Premier League,31,1992,12,7,667,7.4,1,1.0,1.0,0.8,0.8,1.0,20.0,16.0,0,0
Matt Doherty,IRL,Defender,Atlético Madrid,La Liga,31,1992,1,13,0.1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Josh Doig,SCO,Defender,Hellas Verona,Serie A,20,2002,19,14,"1,240",13.8,2,3.0,5.0,2.0,1.8,1.8,1.0,40.0,24.0,57.0
Jeremy Doku,BEL,"Midfielder, FORWARD",Rennes,Ligue 1,20,2002,19,5,601,6.7,1,1.0,1.0,1.3,1.3,2.7,32.0,43.0,0,0
Kasper Dolberg,DEN,Forward,Sevilla,La Liga,25,1997,4,2,197,2.2,2,1.0,1.0,0.4,0.0,2.0,9.0,0,0,0
Kasper Dolberg,DEN,"Forward,Midfielder",Hoffenheim,Bundesliga,25,1997,8,4,342,3.8,0,0.4,0.4,0.9,4.0,18.0,0,0,0,0
Carlos Dominguez,ESP,Defender,Celta Vigo,La Liga,22,2001,2,18,0.2,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Nicolás Domínguez,ARG,Midfielder,Bologna,Serie A,24,1998,21,18,"1,581",17.6,1,2.0,3.0,1.0,1.2,1.2,1.8,26.0,95.0,53.0
John Donald,ESP,Defender,Elche,La Liga,22,2000,3,2,150,1.7,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Giulio Donati,ITA,Defender,Monza,Serie A,33,1990,6,3,309,3.4,1,1.0,1.0,3.0,0.4,0.4,0.4,3.0,8.0,0
Kyliane Dong,FRA,"Defender,Midfielder",Troyes,Ligue 1,18,2004,3,58,0.6,0.1,0,0.1,7.0,0,3.0,0,0,0,0,0
Jordan Dongmo,CMR,Midfielder,Troyes,Ligue 1,22,2001,2,20,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Donnarumma,ITA,Goalkeeper,Paris S-G,Ligue 1,24,1999,28,28,"2,520",28.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Dorsch,GER,Midfielder,Augsburg,Bundesliga,25,1998,6,2,187,2.1,2,1.0,6.0,0,0.0,0.0,0.0,0,0,0
Gabriel Dos Santos,BRA,Defender,Arsenal,Premier League,25,1997,28,28,"2,515",27.9,3,3.0,3.0,4.0,3.8,0.2,4.0,14.0,11.0,0.11
Jodel Dossou,BEN,"Midfielder, Defender",Clermont Foot,Ligue 1,31,1992,9,2,258,2.9,1,1.0,1.0,0.4,0.4,0.6,6.0,8.0,0,0
Lohann Doucet,FRA,"Midfielder, FORWARD",Nantes,Ligue 1,20,2002,9,91,1,0.1,0,0.2,0.2,9.0,2.0,0,0,0,0,0
Abdoulaye Doucouré,MLI,Midfielder,Everton,Premier League,30,1993,18,10,936,10.4,2,2.0,4.0,2.0,1.3,1.3,1.2,13.0,28.0,29.0
Cheick Doucouré,MLI,Midfielder,Crystal Palace,Premier League,23,2000,25,25,"2,023",22.5,0,2.0,2.0,10.0,13.0,0.8,1.6,0.04,102.0,11.0
Ckene Doucouré,COM,"Forward,Midfielder",Lorient,Ligue 1,20,2002,8,89,1,1.0,0,1.0,0.7,0.6,4.0,5.0,15.0,0,0,0
Désiré Doué,FRA,"Midfielder, FORWARD",Rennes,Ligue 1,17,2005,21,10,"1,003",11.1,3,1.0,4.0,3.0,1.5,1.5,1.3,34.0,49.0,73.0
Guela Doué,FRA,Forward,Rennes,Ligue 1,20,2002,1,8,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ismaël Doukouré,FRA,Defender,Strasbourg,Ligue 1,19,2003,18,16,"1,471",16.3,1,1.0,2.0,1.0,0.2,0.2,0.4,17.0,69.0,13.0
Kamory Doumbia,MLI,Midfielder,Reims,Ligue 1,20,2003,20,11,910,10.1,2,2.0,4.0,1.0,3.3,1.0,2.5,24.0,5.1,62.0
Souleyman Doumbia,CIV,"Defender, Forward",Angers,Ligue 1,26,1996,21,21,"1,714",19.0,1,2.0,1.0,1.0,45.0,2.5,53.0,0.05,0.08,0.13
Flynn Downes,ENG,Midfielder,West Ham,Premier League,24,1999,12,4,397,4.4,0,0.2,0.3,7.0,1.0,0,0,0,0,0
Bartlomiej Dragowski,POL,Goalkeeper,Spezia,Serie A,25,1997,25,25,"2,136",23.7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Drameh,ENG,Defender,Leeds United,Premier League,21,2001,1,1,69,0.8,0,2.0,3.0,0,0.0,0.0,0.0,0.0,0,0
Dion Drena Beljo,CRO,"Forward,Midfielder",Augsburg,Bundesliga,21,2002,9,7,477,5.3,1,1.0,1.0,1.0,0.3,0.2,0.5,4.0,23.0,0
Dominick Drexler,GER,"Midfielder, FORWARD",Schalke 04,Bundesliga,32,1990,18,12,"1,014",11.3,3,3.0,6.0,3.0,1.9,1.0,1.9,10.0,3.6,34.0
Domingos Duarte,POR,Defender,Getafe,La Liga,28,1995,24,24,"2,104",23.4,1,2.0,2.0,10.0,4.0,1.1,0.8,0.05,49.0,0.09
Martin Dúbravka,SVK,Goalkeeper,Newcastle Utd,Premier League,34,1989,1,67,0.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Ducksch,GER,Forward,Werder Bremen,Bundesliga,29,1994,25,25,"2,090",23.2,8,5.0,13.0,8.0,8.1,2.0,7.3,25.0,11.2,41.0
Ondrej Duda,SVK,Midfielder,Hellas Verona,Serie A,28,1994,8,7,624,6.9,0,3.0,0.6,0.3,6.0,29.0,14.0,0,0,0
Ondrej Duda,SVK,Midfielder,Köln,Bundesliga,28,1994,13,9,689,7.7,0,4.0,0.7,0.7,12.0,40.0,33.0,0,0,0
Shane Duffy,IRL,"Forward, Defender",Fulham,Premier League,31,1992,4,6,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Rémy Dugimont,FRA,"Forward,Midfielder",Auxerre,Ligue 1,36,1986,10,108,1.2,1.0,0,1.0,1.0,0.1,2.0,0.4,8.0,0,0,0
Denzel Dumfries,NED,Defender,Inter,Serie A,26,1996,24,18,"1,561",17.3,1,3.0,4.0,1.0,2.9,2.9,3.8,40.0,39.0,127.0
Alfred Duncan,GHA,Midfielder,Fiorentina,Serie A,30,1993,16,7,611,6.8,0,2.0,0.2,0.2,10.0,41.0,19.0,0,0,0
Lewis Dunk,ENG,Defender,Brighton,Premier League,31,1991,25,25,"2,249",25.0,1,2.0,1.1,0.6,12.0,96.0,1.0,0.04,0.07,0.04
Maxime Dupé,FRA,Goalkeeper,Toulouse,Ligue 1,30,1993,28,28,"2,520",28.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhon Durán,COL,Forward,Aston Villa,Premier League,19,2003,6,71,0.8,0.6,0,0.6,3.0,9.0,2.0,0,0,0,0,0
Pablo Durán,ESP,"Midfielder, Defender",Celta Vigo,La Liga,22,2001,4,36,0.4,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Hugo Duro,ESP,Forward,Valencia,La Liga,23,1999,20,9,971,10.8,1,1.0,1.0,1.0,3.2,2.4,0.7,9.0,9.0,55.0
Jean-Kevin Duverne,FRA,Defender,Brest,Ligue 1,25,1997,24,18,"1,748",19.4,0,1.0,0.4,0.7,47.0,106.0,85.0,0.02,0.05,0.02
Paulo Dybala,ARG,"Midfielder, FORWARD",Roma,Serie A,29,1993,20,18,"1,431",15.9,9,6.0,15.0,7.0,6.3,2.0,3.0,42.0,5.7,10.3
Edin Deko,BIH,Forward,Inter,Serie A,37,1986,27,17,"1,566",17.4,7,3.0,10.0,7.0,8.7,8.7,3.0,25.0,60.0,125.0
Malcolm Ebiowei,ENG,"Midfielder, FORWARD",Crystal Palace,Premier League,19,2003,3,34,0.4,2.0,2,9.0,0,0,0.0,0.0,0.0,0,0,0
Festy Ebosele,IRL,"Defender, Forward",Udinese,Serie A,20,2002,9,1,154,1.7,0,3.0,0.2,0.3,12.0,12.0,10.0,0,0,0
Enzo Ebosse,CMR,Defender,Udinese,Serie A,24,1999,20,9,930,10.3,0,3.0,0.1,0.1,11.0,20.0,0.01,0.01,0.01,0.0
Tyronne Ebuehi,NGA,Defender,Empoli,Serie A,27,1995,16,12,"1,070",11.9,2,1.0,3.0,2.0,2.1,0.3,2.4,11.0,27.0,0.08
Ederson,BRA,Goalkeeper,Manchester City,Premier League,29,1993,27,27,"2,430",27.0,0,1.0,1.0,2.0,0.0,0.2,0.04,0.0,0.04,0.01
Éderson,BRA,Midfielder,Atalanta,Serie A,23,1999,24,16,"1,446",16.1,1,1.0,1.0,3.0,1.5,1.5,3.0,22.0,38.0,0.06
Odsonne Édouard,FRA,Forward,Crystal Palace,Premier League,25,1998,25,14,"1,277",14.2,3,2.0,5.0,3.0,3.1,3.1,1.0,21.0,29.0,67.0
Samuel Edozie,ENG,"Forward,Midfielder",Southampton,Premier League,20,2003,15,5,541,6.0,0,0.9,0.3,1.2,22.0,34.0,0,0,0,0
Maximilian Eggestein,GER,Midfielder,Freiburg,Bundesliga,26,1996,24,20,"1,829",20.3,1,2.0,3.0,1.0,0.6,0.6,0.9,17.0,68.0,33.0
Lilian Egloff,GER,"Midfielder, FORWARD",Stuttgart,Bundesliga,20,2002,10,2,241,2.7,0,1.0,0.4,0.4,8.0,7.0,22.0,0,0,0
Íñigo Eguaras,ESP,Midfielder,Almería,La Liga,31,1992,19,10,845,9.4,1,1.0,2.0,1.0,1.0,1.0,0.6,6.0,53.0,6.0
Kingsley Ehizibue,NED,Defender,Udinese,Serie A,27,1995,21,10,"1,055",11.7,2,2.0,2.0,5.0,1.7,0.8,2.5,24.0,55.0,0.17
Kingsley Ehizibue,NED,Defender,Köln,Bundesliga,27,1995,1,1,61,0.7,1,2.0,3.0,0,0.0,0,0,0,0,0
Chidera Ejuke,NGA,"Forward,Midfielder",Hertha BSC,Bundesliga,25,1998,15,9,790,8.8,1,3.0,3.0,1.4,33.0,2.5,36.0,0,0,0
Albin Ekdal,SWE,Midfielder,Spezia,Serie A,33,1989,20,9,953,10.6,1,2.0,2.0,4.0,4.0,1.0,1.3,0.1,42.0,9.0
Hugo Ekitike,FRA,Forward,Paris S-G,Ligue 1,20,2002,19,8,827,9.2,3,3.0,6.0,3.0,2.8,1.1,3.8,17.0,60.0,0.33
Emmanuel Ekong,SWE,"Forward,Midfielder",Empoli,Serie A,20,2002,2,20,0.2,1.0,1,0,0,0,0.0,0,0,0,0,0.0
Anthony Elanga,SWE,Forward,Manchester Utd,Premier League,20,2002,16,5,426,4.7,0,1.0,1.0,0.7,12.0,1.6,8.0,0,0,0
Alberth Elis,HON,"Midfielder, FORWARD",Brest,Ligue 1,27,1996,7,2,240,2.7,0,0.3,0.2,0.5,5.0,16.0,0,0,0,0
Mikael Ellertsson,ISL,"Midfielder, Defender",Spezia,Serie A,21,2002,11,1,171,1.9,0,3.0,0.1,0.2,3.0,4.0,0,0,0,0
Harvey Elliott,ENG,"Midfielder, FORWARD",Liverpool,Premier League,19,2003,26,16,"1,428",15.9,1,2.0,3.0,1.0,1.7,1.7,3.1,46.0,114.0,118.0
Elif Elmas,MKD,"Forward,Midfielder",Napoli,Serie A,23,1999,26,7,"1,019",11.3,6,2.0,8.0,5.0,3.4,1.0,3.0,26.0,1.4,4.0
Mohamed Elneny,EGY,Midfielder,Arsenal,Premier League,30,1992,5,1,113,1.3,1,2.0,1.0,0,0.0,0.0,0.0,0,0,0
Aritz Elustondo,ESP,Defender,Real Sociedad,La Liga,29,1994,16,12,"1,028",11.4,0,1.0,1.0,4.0,15.0,0.6,1.0,0.05,38.0,14.0
Nico Elvedi,SUI,Defender,M'Gladbach,Bundesliga,26,1996,23,23,"2,025",22.5,3,3.0,3.0,1.0,2.2,0.3,2.5,14.0,4.0,0.13
Rodrigo Ely,BRA,Defender,Almería,La Liga,29,1993,25,25,"2,165",24.1,0,6.0,1.0,0.7,6.0,0.9,35.0,0.03,0.01,0.04
Sepe Elye Wahi,FRA,Forward,Montpellier,Ligue 1,20,2003,24,21,"1,831",20.3,12,1.0,13.0,12.0,8.1,1.0,8.1,41.0,9.1,20.0
Mohamed Elyounoussi,NOR,"Midfielder, FORWARD",Southampton,Premier League,28,1994,25,21,"1,734",19.3,2,1.0,1.0,3.0,43.0,2.0,4.6,0.13,85.0,0.05
Adri Embarba,ESP,"Forward,Midfielder",Almería,La Liga,30,1992,20,12,969,10.8,1,3.0,4.0,1.0,1.6,1.0,1.6,44.0,4.5,31.0
Adri Embarba,ESP,Forward,Espanyol,La Liga,30,1992,1,35,0.4,0.1,0,0.1,2.0,0,1.0,0,0,0,0,0
Breel Embolo,SUI,Forward,Monaco,Ligue 1,26,1997,28,19,"1,757",19.5,12,2.0,14.0,12.0,8.1,2.0,7.2,19.0,10.4,47.0
Emerson,BRA,Defender,Tottenham,Premier League,24,1999,22,16,"1,391",15.5,2,1.0,3.0,2.0,1.6,1.0,1.6,42.0,2.3,70.0
Youssef En-Nesyri,MAR,Forward,Sevilla,La Liga,25,1997,22,11,"1,049",11.7,5,5.0,5.0,3.0,6.5,0.5,7.0,10.0,50.0,0.43
Wataru Endo,JPN,Midfielder,Stuttgart,Bundesliga,30,1993,24,24,"2,112",23.5,3,2.0,5.0,3.0,2.5,2.2,4.7,22.0,51.0,0.09
Arne Engels,BEL,Midfielder,Augsburg,Bundesliga,19,2003,10,10,826,9.2,0,2.0,2.0,3.0,6.0,1.7,1.9,0.03,11.0,0.22
Christian Eriksen,DEN,Midfielder,Manchester Utd,Premier League,31,1992,19,18,"1,489",16.5,1,7.0,8.0,1.0,2.7,2.7,3.0,16.0,104.0,42.0
Martin Erlic,CRO,Defender,Sassuolo,Serie A,25,1998,20,19,"1,698",18.9,0,2.0,0.1,0.1,4.0,44.0,0.01,0.01,0.01,0.01
Gonzalo Escalante,ARG,Midfielder,Cremonese,Serie A,30,1993,9,7,555,6.2,0,1.0,1.0,1.0,3.0,0.2,0.4,0,8.0,0
Gonzalo Escalante,ARG,Midfielder,Cádiz,La Liga,30,1993,8,7,600,6.7,2,2.0,2.0,2.0,1.2,0.4,1.6,1.0,3.0,0
Sergio Escudero,ESP,Defender,Valladolid,La Liga,33,1989,14,12,954,10.6,0,3.0,0.6,0.5,10.0,25.0,25.0,0.06,0.11,0.06
Alfonso Espino,URU,Defender,Cádiz,La Liga,31,1992,25,24,"2,132",23.7,0,3.0,3.0,6.0,33.0,1.4,2.3,0.04,86.0,0.13
Bernardo Espinosa,COL,Defender,Girona,La Liga,33,1989,14,10,846,9.4,0,1.0,1.0,3.0,4.0,0.6,19.0,0.06,0.11,0.11
Salvatore Esposito,ITA,Midfielder,Spezia,Serie A,22,2000,5,2,216,2.4,1,3.0,1.0,0.1,0.0,11.0,1.0,0,0,0
Maxime Estève,FRA,Defender,Montpellier,Ligue 1,20,2002,19,15,"1,362",15.1,0,3.0,0.4,0.1,9.0,37.0,1.0,0.03,0.03,0.03
